ID,NAME,DEVELOPER,LAT,LONG,SOURCE_ID,SOURCE_NAME,SOURCE_GEOLOC,RECORD_DATE,points,REGION,PROVINCE,ÇITY,BRGY,PSGC
479,Malabon Citisquare,,14.65738,120.95106,NT_gvR73BrJspvVSvActBSlJA,Here WeGo,Here WeGo,2020-02-17,POINT (120.95106 14.65738),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Novaliches Proper,PH137404070
480,Novaliches Plaza Mall,,14.72407,121.03615,NT_ZrUom298JXXCZR4rkdCY1A,Here WeGo,Here WeGo,2020-02-17,POINT (121.03615 14.72407),NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,Maysan,PH137504020
481,One Mall Valenzuela,,14.69731,120.97497,NT_ctmVGGY38rGaDZLIOiUGAC,Here WeGo,Here WeGo,2020-02-17,POINT (120.97497 14.69731),REGION IV-B (MIMAROPA),PALAWAN,ARACELI,Tinintinan,PH175303013
482,Riverbanks Center,,10.56931,119.99307,NT_XwY6tt4A9VfdD3MpvI.SgA,Here WeGo,Here WeGo,2020-02-17,POINT (119.99307 10.56931),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Novaliches Proper,PH137404070
483,Robinsons Novaliches,Robinsons Land,14.72407,121.03615,NT_ZrUom298JXXCZR4rkdCY1A,Here WeGo,Here WeGo,2020-02-17,POINT (121.03615 14.72407),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Pamplona Tres,PH137601014
484,Robinsons Place Las Piñas,Robinsons Land,14.44909,120.98256,NT_D32H8uqj4kO3YpcTCMCbbB,Here WeGo,Here WeGo,2020-02-17,POINT (120.98256 14.44909),NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF MALABON,Tañong (Pob.),PH137502018
485,Robinsons Town Mall Malabon,Robinsons Land,14.65738,120.95106,NT_gvR73BrJspvVSvActBSlJA,Here WeGo,Here WeGo,2020-02-17,POINT (120.95106 14.65738),REGION V (BICOL REGION),MASBATE,USON,Madao,PH054121016
486,Shaw Centermall,,12.20973,123.70892,NT_-kxc04bk9ACYU2YYEEkiEB,Here WeGo,Here WeGo,2020-02-17,POINT (123.70892 12.20973),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Talon Dos,PH137601017
487,SM Center Las Piñas,SM Prime Holdings,14.44669,120.98267,NT_.DSACeb47QZUE5dMjqNW4B,Here WeGo,Here WeGo,2020-02-17,POINT (120.98267 14.44669),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Putatan,PH137603006
488,SM Center Muntinlupa,SM Prime Holdings,14.39514,121.0449,NT_Cz0quNgznSwGXzVddIrL9D,Here WeGo,Here WeGo,2020-02-17,POINT (121.0449 14.39514),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Santo Tomas,PH137403026
489,SM Center Pasig,SM Prime Holdings,14.56095,121.08183,NT_U1dqhz2g8ghwPzrN8QX4sC,Here WeGo,Here WeGo,2020-02-17,POINT (121.08183 14.56095),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Sangandaan,PH137404137
490,SM Center Sangandaan,SM Prime Holdings,14.67459,121.02021,NT_Wn3F2Slt7bn.dIWbSf3JtB,Here WeGo,Here WeGo,2020-02-17,POINT (121.02021 14.67459),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,San Antonio,PH137604012
491,SM City BF Parañaque,SM Prime Holdings,14.47116,121.022,NT_uDzGX0XMIU4A2Iy9OLbgMA,Here WeGo,Here WeGo,2020-02-17,POINT (121.022 14.47116),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG CITY,Upper Bicutan,PH137607015
492,SM City Bicutan,SM Prime Holdings,14.49757,121.04994,NT_kVODUXM.HxBW8W.lj7smEA,Here WeGo,Here WeGo,2020-02-17,POINT (121.04994 14.49757),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Novaliches Proper,PH137404070
493,SM City Novaliches,SM Prime Holdings,14.72407,121.03615,NT_ZrUom298JXXCZR4rkdCY1A,Here WeGo,Here WeGo,2020-02-17,POINT (121.03615 14.72407),REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,VICTORIA,San Lazaro,PH084823016
494,SM City San Lazaro,SM Prime Holdings,12.45536,124.3087,NT_o2P46CWHm8dTY7Vw7XyUCB,Here WeGo,Here WeGo,2020-02-17,POINT (124.3087 12.45536),REGION IV-A (CALABARZON),BATANGAS,MABINI,Santa Mesa,PH041016030
495,SM City Sta. Mesa,SM Prime Holdings,13.74279,120.92877,NT_R1wJ-MS6ZNI3RhYIjIZKAC,Here WeGo,Here WeGo,2020-02-17,POINT (120.92877 13.74279),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Sucat,PH137603007
496,SM City Sucat,SM Prime Holdings,14.45625,121.0483,NT_V3w.MTMpY5lyIDCCc1C1GC,Here WeGo,Here WeGo,2020-02-17,POINT (121.0483 14.45625),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Valenzuela,PH137602031
497,SM City Valenzuela,SM Prime Holdings,14.571,121.02427,NT_CAAVEbCHr7sfK.5pbDldRD,Here WeGo,Here WeGo,2020-02-17,POINT (121.02427 14.571),REGION I (ILOCOS REGION),ILOCOS SUR,SANTA,Manueva,PH012922015
498,South Station,Filinvest Land,17.51923,120.44402,NT_T9ZCa-l.GqvYHXQUGH1xAD,Here WeGo,Here WeGo,2020-02-17,POINT (120.44402 17.51923),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Alabang,PH137603001
499,Starmall Alabang,,14.41863,121.04198,NT_lbM55BjAr-Q5pPb51FqqID,Here WeGo,Here WeGo,2020-02-17,POINT (121.04198 14.41863),REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Bukig,PH021505019
500,Sunshine Plaza Mall,,18.30932,121.60289,NT_JS4HrC-Kgv7UkZaTBTXDDC,Here WeGo,Here WeGo,2020-02-17,POINT (121.60289 18.30932),REGION V (BICOL REGION),MASBATE,USON,Madao,PH054121016
501,Tutuban Center (Centermall Building),"Prime Orion Philippines, Inc.; Ayala Property Management Corp.",12.20973,123.70892,NT_-kxc04bk9ACYU2YYEEkiEB,Here WeGo,Here WeGo,2020-02-17,POINT (123.70892 12.20973),REGION IV-A (CALABARZON),BATANGAS,MABINI,Santa Mesa,PH041016030
502,UNITOP Sta. Mesa,RI-RANCE Realty Corporation,13.74279,120.92877,NT_R1wJ-MS6ZNI3RhYIjIZKAC,Here WeGo,Here WeGo,2020-02-17,POINT (120.92877 13.74279),REGION I (ILOCOS REGION),PANGASINAN,BOLINAO,Victory,PH015514030
503,Victory Central Mall,,16.38805,119.95863,NT_yXLePeLhEANYFvEAIZRGCA,Here WeGo,Here WeGo,2020-02-17,POINT (119.95863 16.38805),REGION X (NORTHERN MINDANAO),BUKIDNON,LANTAPAN,Songco,PH101310013
504,Victory Pasay Mall,,8.05669,124.92429,NT_.AveuAqqPCKO9pUz0ClMlC,Here WeGo,Here WeGo,2020-02-17,POINT (124.92429 8.05669),REGION X (NORTHERN MINDANAO),BUKIDNON,SUMILAO,Vista Villa,PH101319010
505,Vista Mall Lakefront,Vista Land,8.33211,124.91932,NT_s5I3uYJCd-Ctvy96lOFkZC,Here WeGo,Here WeGo,2020-02-17,POINT (124.91932 8.33211),REGION III (CENTRAL LUZON),NUEVA ECIJA,PEÑARANDA,Las Piñas,PH034921003
506,Vista Mall Las Piñas (formerly Starmall Las Piñas),Vista Land,15.37225,121.01073,NT_TxqE0rn5vJyXp-sz8jGxzC,Here WeGo,Here WeGo,2020-02-17,POINT (121.01073 15.37225),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG CITY,Tuktukan,PH137607014
507,Vista Mall Taguig,Vista Land,14.5294,121.07036,NT_UuITd4AlRkqG3Shjlz4giA,Here WeGo,Here WeGo,2020-02-17,POINT (121.07036 14.5294),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,E. Rodriguez,PH137404035
508,Walter Mart E. Rodriguez,WM Property Management Inc. and SM Investment Corp.,14.62545,121.05315,NT_V-otMR10nz9pEnpUSJZJFB,Here WeGo,Here WeGo,2020-02-17,POINT (121.05315 14.62545),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Poblacion,PH137602020
509,Walter Mart Makati,WM Property Management Inc. and SM Investment Corp.,14.56873,121.0282,NT_DhREPQLcp55BUvO2JzzwhB,Here WeGo,Here WeGo,2020-02-17,POINT (121.0282 14.56873),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Sucat,PH137603007
510,Walter Mart Sucat,WM Property Management Inc. and SM Investment Corp.,14.45625,121.0483,NT_V3w.MTMpY5lyIDCCc1C1GC,Here WeGo,Here WeGo,2020-02-17,POINT (121.0483 14.45625),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Gov. Paciano Bangoy,PH112402181
511,Zabarte Town Center,,7.08683,125.62397,NT_BIWtaiYpZxZ0nuFf3IfAdD,Here WeGo,Here WeGo,2020-02-17,POINT (125.62397 7.08683),REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,Ayala,PH097332002
512,Ayala Malls Circuit,Ayala Land[20],6.95766,121.95142,NT_DkGqBkNhf1b2j.QaKh.W4A,Here WeGo,Here WeGo,2020-02-17,POINT (121.95142 6.95766),REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,Ayala,PH097332002
513,Ayala Malls Cloverleaf,Ayala Land[21],6.95766,121.95142,NT_DkGqBkNhf1b2j.QaKh.W4A,Here WeGo,Here WeGo,2020-02-17,POINT (121.95142 6.95766),REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,Ayala,PH097332002
514,Ayala Malls Feliz,Ayala Land,6.95766,121.95142,NT_DkGqBkNhf1b2j.QaKh.W4A,Here WeGo,Here WeGo,2020-02-17,POINT (121.95142 6.95766),NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,Barangay 659,PH133908001
515,Ayala Malls Manila Bay,Ayala Land,14.58865,120.98454,NT_poIN3yuoxA-fs-GzkARNrA,Here WeGo,Here WeGo,2020-02-17,POINT (120.98454 14.58865),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MARIKINA,Santa Elena (Pob.),PH137402009
516,Ayala Malls Marikina,Ayala Land[21],14.63297,121.09861,NT_sJnPeuDSbR7qmbj3IJos7A,Here WeGo,Here WeGo,2020-02-17,POINT (121.09861 14.63297),REGION III (CENTRAL LUZON),PAMPANGA,MAGALANG,San Pablo (Pob.),PH035411015
517,Ayala Malls South Park,Ayala Land[22],15.23028,120.67935,NT_Gls11Ase3xlbwTSyhfRBgB,Here WeGo,Here WeGo,2020-02-17,POINT (120.67935 15.23028),REGION III (CENTRAL LUZON),PAMPANGA,MAGALANG,San Pablo (Pob.),PH035411015
518,Ayala Malls The 30th,Ayala Land[23],15.23028,120.67935,NT_Gls11Ase3xlbwTSyhfRBgB,Here WeGo,Here WeGo,2020-02-17,POINT (120.67935 15.23028),REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,Ayala,PH097332002
519,Ayala Malls Vertis North,Ayala Land,6.95766,121.95142,NT_DkGqBkNhf1b2j.QaKh.W4A,Here WeGo,Here WeGo,2020-02-17,POINT (121.95142 6.95766),REGION I (ILOCOS REGION),PANGASINAN,SAN MANUEL,San Bonifacio,PH015535013
520,Bonifacio High Street,Ayala Land,16.08837,120.67049,NT_50nfnFgaU0Z8rfiI8R-ebC,Here WeGo,Here WeGo,2020-02-17,POINT (120.67049 16.08837),REGION V (BICOL REGION),ALBAY,MALINAO,Estancia,PH050510012
521,Estancia Mall,Ortigas & Company[26],13.35785,123.66587,NT_F71MeCclnMjk5Y7MKGcO8A,Here WeGo,Here WeGo,2020-02-17,POINT (123.66587 13.35785),REGION IV-B (MIMAROPA),PALAWAN,ARACELI,Tinintinan,PH175303013
522,Forbes Town Center,Megaworld Corporation[27],10.56931,119.99307,NT_XwY6tt4A9VfdD3MpvI.SgA,Here WeGo,Here WeGo,2020-02-17,POINT (119.99307 10.56931),REGION IV-A (CALABARZON),BATANGAS,LEMERY,District III (Pob.),PH041012034
523,Lucky Chinatown,Megaworld Corporation,13.88382,120.91357,NT_FebDOO0nibridGIsMkmN0B,Here WeGo,Here WeGo,2020-02-17,POINT (120.91357 13.88382),NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF MALABON,Santolan,PH137502017
524,Santolan Town Plaza,Lopez Holdings,14.69033,120.95699,NT_BIdZA8S0eV8spOQ1Z1H8-A,Here WeGo,Here WeGo,2020-02-17,POINT (120.95699 14.69033),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Alabang,PH137603001
525,The Village Square Alabang,Megaworld Corporation,14.41863,121.04198,NT_lbM55BjAr-Q5pPb51FqqID,Here WeGo,Here WeGo,2020-02-17,POINT (121.04198 14.41863),REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,CATARMAN (Capital),Mckinley,PH084805034
526,Tuscany at McKinley Hill,Megaworld Corporation[32],12.43972,124.70179,NT_ZGKvTa87ISQ3RnrWEW5nhB,Here WeGo,Here WeGo,2020-02-17,POINT (124.70179 12.43972),REGION III (CENTRAL LUZON),AURORA,DIPACULAO,Mucdol,PH037706018
527,Venice Grand Canal,Megaworld Corporation[34],15.82301,121.51012,NT_I2C0merspTG93SbAJ5DZOC,Here WeGo,Here WeGo,2020-02-17,POINT (121.51012 15.82301),REGION IV-A (CALABARZON),LAGUNA,BAY,Dila,PH043402003
528,Blue Bay Walk,,14.18096,121.28537,NT_98bUZJFYUeQA1To6yARiMC,Here WeGo,Here WeGo,2020-02-17,POINT (121.28537 14.18096),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MARIKINA,Santa Elena (Pob.),PH137402009
529,Blue Wave-Marikina,,14.63297,121.09861,NT_sJnPeuDSbR7qmbj3IJos7A,Here WeGo,Here WeGo,2020-02-17,POINT (121.09861 14.63297),REGION X (NORTHERN MINDANAO),MISAMIS OCCIDENTAL,BONIFACIO,Poblacion (Centro),PH104203024
530,Bonifacio Stop Over Pavilion,,8.0513,123.61632,NT_w.PTKdzC2vCTvwxaV4KmHB,Here WeGo,Here WeGo,2020-02-17,POINT (123.61632 8.051299999999999),AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),LANAO DEL SUR,MALABANG,Cabasaran (South),PH153615028
531,Forum South Global,,7.60075,124.07532,NT_zdCCLDh1ZtrrFi3SAyxdxC,Here WeGo,Here WeGo,2020-02-17,POINT (124.07532 7.60075),REGION V (BICOL REGION),SORSOGON,BULAN,Gate,PH056203024
532,Gate 3 Plaza,,12.66749,123.98266,NT_E6dQUX4xrCxX8wOirBwywC,Here WeGo,Here WeGo,2020-02-17,POINT (123.98266 12.66749),REGION I (ILOCOS REGION),PANGASINAN,ROSALES,Rizal,PH015531019
533,Jaka Plaza,,15.92496,120.63533,NT_kJBleaJUgGtd2SoZBWU1tA,Here WeGo,Here WeGo,2020-02-17,POINT (120.63533 15.92496),REGION III (CENTRAL LUZON),NUEVA ECIJA,PANTABANGAN,Poblacion West,PH034920013
534,Liberty Center,,15.81783,121.13799,NT_0564STaobT8E4A2b6CrNYB,Here WeGo,Here WeGo,2020-02-17,POINT (121.13799 15.81783),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Greenhills,PH137405021
535,Madison Square Greenhills,,14.60376,121.04176,NT_ITtjqDAyUjUsM1Qi43IgnD,Here WeGo,Here WeGo,2020-02-17,POINT (121.04176 14.60376),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Pulang Lupa Dos,PH137601016
536,Madison Square Las Piñas,,14.45416,120.9913,NT_nEE.FIvEa0d5QFhp1RpZKC,Here WeGo,Here WeGo,2020-02-17,POINT (120.9913 14.45416),NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,Barangay 659,PH133908001
537,Manila Ocean Park Mall,,14.58865,120.98454,NT_poIN3yuoxA-fs-GzkARNrA,Here WeGo,Here WeGo,2020-02-17,POINT (120.98454 14.58865),REGION IV-A (CALABARZON),CAVITE,MARAGONDON,Bucal IV B,PH042113023
538,Molito,,14.27553,120.77387,NT_QZ5KVWGM9jKTWkxtwRymgC,Here WeGo,Here WeGo,2020-02-17,POINT (120.77387 14.27553),REGION I (ILOCOS REGION),PANGASINAN,TAYUG,Magallanes,PH015543012
539,Paseo de Magallanes,,16.01602,120.7394,NT_-uU8nCEJa3ZM5M76hExUFB,Here WeGo,Here WeGo,2020-02-17,POINT (120.7394 16.01602),REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,Greenfield,PH124718011
540,Pavilion at Greenfield District,,7.35267,125.13942,NT_zC.lG4zXMDLoXh-G69LgLA,Here WeGo,Here WeGo,2020-02-17,POINT (125.13942 7.35267),REGION V (BICOL REGION),MASBATE,USON,Madao,PH054121016
541,Pioneer Center,,12.20973,123.70892,NT_-kxc04bk9ACYU2YYEEkiEB,Here WeGo,Here WeGo,2020-02-17,POINT (123.70892 12.20973),REGION I (ILOCOS REGION),PANGASINAN,ROSALES,Rizal,PH015531019
542,Plaza 66,,15.92496,120.63533,NT_kJBleaJUgGtd2SoZBWU1tA,Here WeGo,Here WeGo,2020-02-17,POINT (120.63533 15.92496),REGION IV-A (CALABARZON),LAGUNA,CITY OF BIÑAN,San Antonio,PH043403019
543,San Antonio Plaza,,14.33748,121.09126,NT_2pLTlPBDLsXB5ULsQW6NRA,Here WeGo,Here WeGo,2020-02-17,POINT (121.09126 14.33748),REGION X (NORTHERN MINDANAO),BUKIDNON,BAUNGON,San Miguel,PH101301016
544,San Antonio Shopping Center,,8.26691,124.65348,NT_7S1oTgt9bSeNZ5oMLLUWhD,Here WeGo,Here WeGo,2020-02-17,POINT (124.65348 8.266909999999999),REGION IV-A (CALABARZON),LAGUNA,BAY,Dila,PH043402003
545,SM by the Bay,,14.18096,121.28537,NT_98bUZJFYUeQA1To6yARiMC,Here WeGo,Here WeGo,2020-02-17,POINT (121.28537 14.18096),REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Bukig,PH021505019
546,Sunshine Boulevard Plaza,,18.30932,121.60289,NT_JS4HrC-Kgv7UkZaTBTXDDC,Here WeGo,Here WeGo,2020-02-17,POINT (121.60289 18.30932),AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),LANAO DEL SUR,MARANTAO,Camalig Bandara Ingud,PH153616009
547,The Fort Strip,,7.96205,124.24871,NT_OoJcj9eKtc0owRBZi9ZNSB,Here WeGo,Here WeGo,2020-02-17,POINT (124.24871 7.96205),REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,Greenfield,PH124718011
548,The Hub at Greenfield District,,7.35267,125.13942,NT_zC.lG4zXMDLoXh-G69LgLA,Here WeGo,Here WeGo,2020-02-17,POINT (125.13942 7.35267),REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,Greenfield,PH124718011
549,The Portal at Greenfield District,,7.35267,125.13942,NT_zC.lG4zXMDLoXh-G69LgLA,Here WeGo,Here WeGo,2020-02-17,POINT (125.13942 7.35267),REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,Ayala,PH097332002
550,U.P.-Ayala Land Technohub,,6.95766,121.95142,NT_DkGqBkNhf1b2j.QaKh.W4A,Here WeGo,Here WeGo,2020-02-17,POINT (121.95142 6.95766),REGION V (BICOL REGION),SORSOGON,BULAN,Gate,PH056203024
551,Westgate Center,,12.66749,123.98266,NT_E6dQUX4xrCxX8wOirBwywC,Here WeGo,Here WeGo,2020-02-17,POINT (123.98266 12.66749),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Poblacion,PH137602020
552,Alphaland Makati Place Mall,,14.56873,121.0282,NT_DhREPQLcp55BUvO2JzzwhB,Here WeGo,Here WeGo,2020-02-17,POINT (121.0282 14.56873),REGION V (BICOL REGION),SORSOGON,BULAN,Gate,PH056203024
553,Alphaland Southgate Mall,,12.66749,123.98266,NT_E6dQUX4xrCxX8wOirBwywC,Here WeGo,Here WeGo,2020-02-17,POINT (123.98266 12.66749),REGION I (ILOCOS REGION),PANGASINAN,ROSALES,Rizal,PH015531019
554,DMG Plaza,,15.92496,120.63533,NT_kJBleaJUgGtd2SoZBWU1tA,Here WeGo,Here WeGo,2020-02-17,POINT (120.63533 15.92496),REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Bukig,PH021505019
555,DoubleDragon Plaza Podium,,18.30932,121.60289,NT_JS4HrC-Kgv7UkZaTBTXDDC,Here WeGo,Here WeGo,2020-02-17,POINT (121.60289 18.30932),REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,Poblacion,PH124713024
556,Green Mall,,7.17452,125.05689,NT_SPO7fN1XZd9NCZFy9rpCZA,Here WeGo,Here WeGo,2020-02-17,POINT (125.05689 7.17452),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,South Triangle,PH137404116
557,M Place Mall South Triangle,,14.63839,121.03621,NT_PCcglZk0jBfa2SVfpadt6C,Here WeGo,Here WeGo,2020-02-17,POINT (121.03621 14.63839),REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Bukig,PH021505019
558,OneE-com Plaza,,18.30932,121.60289,NT_JS4HrC-Kgv7UkZaTBTXDDC,Here WeGo,Here WeGo,2020-02-17,POINT (121.60289 18.30932),REGION V (BICOL REGION),MASBATE,MANDAON,Centro,PH054110009
559,Paseo Center,,12.19093,123.31219,NT_QIIjsYebQWamweYhEpIQuB,Here WeGo,Here WeGo,2020-02-17,POINT (123.31219 12.19093),REGION V (BICOL REGION),MASBATE,USON,Madao,PH054121016
560,Prism Plaza @ FiveE-comCenter,,12.20973,123.70892,NT_-kxc04bk9ACYU2YYEEkiEB,Here WeGo,Here WeGo,2020-02-17,POINT (123.70892 12.20973),REGION IV-B (MIMAROPA),PALAWAN,ARACELI,Tinintinan,PH175303013
561,Prism Plaza @ TwoE-comCenter,,10.56931,119.99307,NT_XwY6tt4A9VfdD3MpvI.SgA,Here WeGo,Here WeGo,2020-02-17,POINT (119.99307 10.56931),REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Bukig,PH021505019
562,RCBC Plaza Podium,,18.30932,121.60289,NT_JS4HrC-Kgv7UkZaTBTXDDC,Here WeGo,Here WeGo,2020-02-17,POINT (121.60289 18.30932),AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),LANAO DEL SUR,MALABANG,Cabasaran (South),PH153615028
563,S Maison,,7.60075,124.07532,NT_zdCCLDh1ZtrrFi3SAyxdxC,Here WeGo,Here WeGo,2020-02-17,POINT (124.07532 7.60075),REGION III (CENTRAL LUZON),ZAMBALES,MASINLOC,San Lorenzo,PH037106007
564,San Lorenzo Place Podium,,15.48485,119.96098,NT_jtqo.BQuES80XVxyvHQ0MD,Here WeGo,Here WeGo,2020-02-17,POINT (119.96098 15.48485),REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,VICTORIA,Erenas,PH084823006
565,Shoppes @ Victoria,,12.425,124.3239,NT_HLc3n7oYuQ03o7a1aCThuA,Here WeGo,Here WeGo,2020-02-17,POINT (124.3239 12.425),REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,VICTORIA,Erenas,PH084823006
566,Shoppes @ Victoria,,12.425,124.3239,NT_HLc3n7oYuQ03o7a1aCThuA,Here WeGo,Here WeGo,2020-02-17,POINT (124.3239 12.425),REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Bukig,PH021505019
567,Sunsonic Electronics Plaza,,18.30932,121.60289,NT_JS4HrC-Kgv7UkZaTBTXDDC,Here WeGo,Here WeGo,2020-02-17,POINT (121.60289 18.30932),REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Bukig,PH021505019
568,Techno Plaza 2,,18.30932,121.60289,NT_JS4HrC-Kgv7UkZaTBTXDDC,Here WeGo,Here WeGo,2020-02-17,POINT (121.60289 18.30932),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Gov. Paciano Bangoy,PH112402181
569,The One Grand Center,,7.08683,125.62397,NT_BIWtaiYpZxZ0nuFf3IfAdD,Here WeGo,Here WeGo,2020-02-17,POINT (125.62397 7.08683),REGION IV-B (MIMAROPA),PALAWAN,ARACELI,Tinintinan,PH175303013
570,The Enterprise Center,,10.56931,119.99307,NT_XwY6tt4A9VfdD3MpvI.SgA,Here WeGo,Here WeGo,2020-02-17,POINT (119.99307 10.56931),REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,Ayala,PH097332002
571,The Shops at Ayala North Exchange,,6.95766,121.95142,NT_DkGqBkNhf1b2j.QaKh.W4A,Here WeGo,Here WeGo,2020-02-17,POINT (121.95142 6.95766),NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,Barangay 659,PH133908001
572,The Shops at Okada Manila,,14.58865,120.98454,NT_poIN3yuoxA-fs-GzkARNrA,Here WeGo,Here WeGo,2020-02-17,POINT (120.98454 14.58865),REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Bukig,PH021505019
573,TwoE-com Plaza,,18.30932,121.60289,NT_JS4HrC-Kgv7UkZaTBTXDDC,Here WeGo,Here WeGo,2020-02-17,POINT (121.60289 18.30932),REGION III (CENTRAL LUZON),BATAAN,CITY OF BALANGA (Capital),Cataning,PH030803005
574,Three Central,,14.6647,120.52893,NT_qtBIykHd4UGSBMxlxHu6GC,Here WeGo,Here WeGo,2020-02-17,POINT (120.52893 14.6647),REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Bukig,PH021505019
575,Times Plaza Mall,,18.30932,121.60289,NT_JS4HrC-Kgv7UkZaTBTXDDC,Here WeGo,Here WeGo,2020-02-17,POINT (121.60289 18.30932),REGION IV-B (MIMAROPA),PALAWAN,ARACELI,Tinintinan,PH175303013
576,W Global Center,,10.56931,119.99307,NT_XwY6tt4A9VfdD3MpvI.SgA,Here WeGo,Here WeGo,2020-02-17,POINT (119.99307 10.56931),REGION X (NORTHERN MINDANAO),MISAMIS OCCIDENTAL,BONIFACIO,Pisa-an,PH104203023
