,ID,NAME,DEVELOPER,LAT,LONG,SOURCE_ID,SOURCE_NAME,SOURCE_GEOLOC,RECORD_DATE,REGION,PROVINCE,CITY,BRGY,PSGC,loc
439,475,Prince Town Gingoog,Prince Warehouse Club Inc.,8.825658599999999,125.1083565,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SOUTH COTABATO,CITY OF KORONADAL (Capital),Zone II (Pob.),PH126306017,8.825658599999999125.1083565
440,743,Prism Plaza @ TwoE-comCenter,,14.539713399999998,120.9816469,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Bel-Air,PH137602002,14.539713399999998120.9816469
441,90,Puregold and Centro Shopping Center,Lucio and Susan Co,14.529862,121.069584,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG CITY,Tuktukan,PH137607014,14.529862121.069584
442,243,Puregold Butuan,,8.948272,125.54409799999999,,Wikipedia,Google Maps,16/02/2020,REGION XIII (Caraga),AGUSAN DEL NORTE,BUTUAN CITY (Capital),Urduja Pob. (Bgy. 9),PH160202089,8.948272125.54409799999999
443,467,Puregold Cagayan de Oro,Puregold Price Club,8.483333300000002,124.65833329999998,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Kauswagan,PH104305052,8.483333300000002124.65833329999998
444,371,Puregold La Trinidad,,16.444600400000002,120.5918511,,Wikipedia,Google Maps,16/02/2020,CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,LA TRINIDAD (Capital),Pico,PH141110011,16.444600400000002120.5918511
445,69,Puso Mall,,14.83574,120.73376,608wdtu7-a6480a88bd904fef96a7697460533410,Here WeGo,Here WeGo,05/02/2020,REGION III (CENTRAL LUZON),BULACAN,HAGONOY,Santo Niño (Pob.),PH031409023,14.83574120.73376
446,57,Q Plaza,,14.619164300000001,121.1027774,ChIJU_zkUEe4lzMRVki97HZ0p7w,Google Maps,Google Maps,05/02/2020,REGION IV-A (CALABARZON),RIZAL,CAINTA,San Isidro,PH045805015,14.619164300000001121.1027774
447,349,Raj Shopping Center,,9.7676701,124.49396159999999,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020,9.7676701124.49396159999999
448,744,RCBC Plaza Podium,,14.560742999999999,121.0159713,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076,14.560742999999999121.0159713
449,62,Recar Mall,,14.67867,120.54028999999998,608jx7ps-28b4b3a605cf0ce0e86c0325233ccaca,Here WeGo,Here WeGo,05/02/2020,REGION III (CENTRAL LUZON),BATAAN,CITY OF BALANGA (Capital),Cataning,PH030803005,14.67867120.54028999999998
450,80,Redcamia Mall,,15.2440568,120.8553493,ChIJj-E50qjhljMRbe2CiRjH-94,Google Maps,Google Maps,05/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABIAO,San Roque,PH034904019,15.2440568120.8553493
451,59,Regis Center,,14.6424,121.0745,MWe0Vf7NqZCJnsUpWu5_UQ,Yelp Fusion API,Yelp Fusion API,1/31/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Loyola Heights,PH137404055,14.6424121.0745
452,613,Riverbanks Center,,14.631302800000002,121.0826797,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Pasong Tamo,PH137404080,14.631302800000002121.0826797
453,614,RMR Square,RMR Group of Companies,14.6748984,121.04555420000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Dela Paz,PH137403006,14.6748984121.04555420000001
454,461,Robinsons Cagayan de Oro,Robinsons Land,8.4825619,124.65496040000001,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 31 (Pob.),PH104305078,8.4825619124.65496040000001
455,187,Robinsons Cainta,Robinsons Land,14.585924800000003,121.1131355,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,CAINTA,Santo Domingo,PH045805020,14.585924800000003121.1131355
456,540,Robinsons Cybergate Bacolod,Robinsons Land,10.6442906,122.9344342,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ANTIQUE,SAN JOSE (Capital),San Angel,PH060613027,10.6442906122.9344342
457,350,Robinsons Cybergate Cebu,Robinsons Land,10.310266,123.891995,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Tejero (Villa Gonzalo),PH072217083,10.310266123.891995
458,397,Robinsons Cybergate Davao,Robinsons Land,7.0996142,125.62398950000001,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL NORTE,CITY OF TAGUM (Capital),Visayan Village,PH112319022,7.0996142125.62398950000001
459,352,Robinsons Fuente,Robinsons Land,10.3092477,123.89407790000001,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,DUMAGUETE CITY (Capital),Calindagan,PH184610009,10.3092477123.89407790000001
460,569,Robinsons Galleria,Robinsons Land,14.591050599999999,121.05983789999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,Barangay 669,PH133908011,14.591050599999999121.05983789999999
461,351,Robinsons Galleria Cebu,Robinsons Land,10.303683099999999,123.9112659,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Santa Cruz (Pob.),PH072217070,10.303683099999999123.9112659
462,268,Robinsons Luisita,Robinsons Land,15.431297699999998,120.59917150000001,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,CITY OF TARLAC (Capital),San Miguel,PH036916068,15.431297699999998120.59917150000001
463,681,Robinsons Magnolia,Robinsons Land,14.6150796,121.0383885,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Little Baguio,PH137405009,14.6150796121.0383885
464,615,Robinsons Metro East,Robinsons Land,14.6194226,121.1004017,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Pasong Putik Proper (Pasong Putik),PH137404079,14.6194226121.1004017
465,412,Robinsons North Tacloban,Robinsons Land,11.240076400000001,124.9869437,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Libertad (Barangays 1 & 4),PH083747010,11.240076400000001124.9869437
466,616,Robinsons Novaliches,Robinsons Land,14.735760399999998,121.05641899999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 831,PH133911046,14.735760399999998121.05641899999999
467,617,Robinsons Otis,Robinsons Land,14.586976000000002,120.995686,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Talon Tres,PH137601018,14.586976000000002120.995686
468,226,Robinsons Place Antipolo,Robinsons Land,14.5952435,121.1725608,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),PH045802003,14.5952435121.1725608
469,541,Robinsons Place Antique,Robinsons Land,10.735342800000002,121.95176119999999,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Mandalagan,PH184501050,10.735342800000002121.95176119999999
470,542,Robinsons Place Bacolod,Robinsons Land,10.6912666,122.95837990000001,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),Roxas Village,PH063022140,10.6912666122.95837990000001
471,242,Robinsons Place Butuan,Robinsons Land,8.942392100000001,125.5198312,,Wikipedia,Google Maps,16/02/2020,REGION XIII (Caraga),AGUSAN DEL NORTE,BUTUAN CITY (Capital),Bayanihan Pob. (Bgy. 27),PH160202020,8.942392100000001125.5198312
472,169,Robinsons Place Dasmariñas,Robinsons Land,14.300709099999999,120.9535413,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,CITY OF DASMARIÑAS,Sampaloc I,PH042106013,14.300709099999999120.9535413
473,353,Robinsons Place Dumaguete,Robinsons Land,9.2983554,123.3038243,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,Subangdaku,PH072230022,9.2983554123.3038243
474,487,Robinsons Place General Santos,Robinsons Malls,6.1211678,125.19062959999998,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),Lagao (1st & 3rd),PH126303011,6.1211678125.19062959999998
475,184,Robinsons Place GenTrias,Robinsons Land,14.3965924,120.86499690000001,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,CITY OF GENERAL TRIAS,Tejero,PH042108029,14.3965924120.86499690000001
476,457,Robinsons Place Iligan,Robinsons Land,8.2187635,124.23936640000001,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),LANAO DEL NORTE,ILIGAN CITY,Palao,PH103504016,8.2187635124.23936640000001
477,436,Robinsons Place Ilocos Norte,Robinsons Land,18.1798657,120.5926892,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,CALASIAO,San Miguel,PH015517022,18.1798657120.5926892
478,543,Robinsons Place Iloilo,Robinsons Land,10.694282199999998,122.5655547,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),San Vicente,PH063022163,10.694282199999998122.5655547
479,185,Robinsons Place Imus,Robinsons Land,14.412979,120.94179390000001,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,IMUS CITY,Tanzang Luma V,PH042109097,14.412979120.94179390000001
480,544,Robinsons Place Jaro,Robinsons Land,10.720864500000001,122.5582097,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,PAVIA,Ungka II,PH063036019,10.720864500000001122.5582097
481,618,Robinsons Place Las Piñas,Robinsons Land,14.4427715,120.99903729999998,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF MALABON,Tinajeros,PH137502019,14.4427715120.99903729999998
482,186,Robinsons Place Lipa,Robinsons Land,13.943790300000002,121.1507071,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),BATANGAS,LIPA CITY,Mataas Na Lupa,PH041014031,13.943790300000002121.1507071
483,269,Robinsons Place Malolos,Robinsons Land,14.8506156,120.82385759999998,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,CITY OF MALOLOS (Capital),Sumapang Matanda,PH031410053,14.8506156120.82385759999998
484,570,Robinsons Place Manila,Robinsons Land,14.5758315,120.9839636,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Wack-wack Greenhills,PH137401027,14.5758315120.9839636
485,130,Robinsons Place Naga,Robinsons Land,13.6147014,123.1929419,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES SUR,NAGA CITY,Triangulo,PH051724032,13.6147014123.1929419
486,410,Robinsons Place Ormoc,Robinsons Land,11.0253037,124.60511170000001,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 77,PH083747108,11.0253037124.60511170000001
487,448,Robinsons Place Palawan,Robinsons Land,9.7670357,118.7482247,,Wikipedia,Google Maps,16/02/2020,REGION IV-B (MIMAROPA),PALAWAN,PUERTO PRINCESA CITY (Capital),San Miguel,PH175316047,9.7670357118.7482247
488,437,Robinsons Place Pangasinan,,16.021981099999998,120.35881909999999,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,SAN CARLOS CITY,Polo,PH015532072,16.021981099999998120.35881909999999
489,545,Robinsons Place Pavia,Robinsons Land,10.753573,122.53999250000001,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),CAPIZ,ROXAS CITY (Capital),Lawa-an,PH061914033,10.753573122.53999250000001
490,546,Robinsons Place Roxas,Robinsons Land,11.5692721,122.7512499,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),San Rafael,PH063022160,11.5692721122.7512499
491,154,Robinsons Place Santiago,Robinsons Land,16.6959762,121.56112809999999,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CITY OF SANTIAGO,Mabini,PH023135019,16.6959762121.56112809999999
492,411,Robinsons Place Tacloban,Robinsons Land,11.2074032,125.00805700000001,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 91 (Abucay),PH083747124,11.2074032125.00805700000001
493,398,Robinsons Place Tagum,Robinsons Land,7.429549000000001,125.7976537,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Bucana,PH112402020,7.429549000000001125.7976537
494,155,Robinsons Place Tuguegarao,Robinsons Land,17.6279675,121.73324440000002,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),CAGAYAN,TUGUEGARAO CITY (Capital),Leonarda,PH021529044,17.6279675121.73324440000002
495,460,Robinsons Place Valencia,Robinsons Land,7.9343113,125.10025890000001,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 31 (Pob.),PH104305078,7.9343113125.10025890000001
496,188,Robinsons Sta. Rosa,Robinsons Land,14.3192454,121.09665890000001,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Tagapo,PH043428023,14.3192454121.09665890000001
497,270,Robinsons Starmills Pampanga,Robinsons Land,15.049575,120.69745060000001,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),PAMPANGA,CITY OF SAN FERNANDO (Capital),San Jose,PH035416027,15.049575120.69745060000001
498,227,Robinsons Tagaytay,Robinsons Land,14.097222,120.94228570000001,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,TAGAYTAY CITY,Maharlika West,PH042119011,14.097222120.94228570000001
499,189,Robinsons Town Mall Los Baños,Robinsons Land,14.177187099999998,121.2423852,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,LOS BAÑOS,Batong Malake,PH043411004,14.177187099999998121.2423852
500,619,Robinsons Town Mall Malabon,Robinsons Land,14.6692927,120.96676370000002,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Fairview,PH137404041,14.6692927120.96676370000002
501,271,Robinsons Townville Cabanatuan,Robinsons Land,15.4601249,120.950156,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABANATUAN CITY,"Hermogenes C. Concepcion, Sr.",PH034903092,15.4601249120.950156
502,272,Robinsons Townville Pulilan,Robinsons Land,14.9012711,120.86610359999999,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,PULILAN,Cutcot,PH031418003,14.9012711120.86610359999999
503,620,Robinsons Townville Regalado,"Robinsons Retail Holdings, Inc.",14.6958924,121.0672352,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Addition Hills,PH137401001,14.6958924121.0672352
504,81,Royal Mall,,15.80990908,120.45741509999998,592231193,OpenStreetMap,OpenStreetMap,02/05/2020,REGION I (ILOCOS REGION),PANGASINAN,BAYAMBANG,Magsaysay,PH015511038,15.80990908120.45741509999998
505,146,Ryan Mall,,18.3546681,121.6426635,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Centro 14 (Pob.),PH021505018,18.3546681121.6426635
506,745,S Maison,,14.531975400000002,120.9805487,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Bangkal,PH137602001,14.531975400000002120.9805487
507,468,S&R Cagayan de Oro,S&R Membership Shopping,8.5038844,124.626628,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG CITY,Santa Ana,PH137607012,8.5038844124.626628
508,354,S&R Cebu,S&R Membership Shopping,10.3184933,123.9310595,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 719,PH133910034,10.3184933123.9310595
509,401,S&R Davao,S&R Membership Shopping,7.0624194000000005,125.5923031,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Toril (Pob.),PH112402126,7.0624194000000005125.5923031
510,547,S&R Iloilo,S&R Membership Shopping,10.709686,122.5483342,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 12 (Pob.),PH184501007,10.709686122.5483342
511,716,San Antonio Plaza,,14.5471891,121.0351351,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Forbes Park,PH137602008,14.5471891121.0351351
512,438,San Carlos Town Center,,15.898934299999999,120.3204873,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,ROSALES,Carmen East,PH015531009,15.898934299999999120.3204873
513,746,San Lorenzo Place Podium,,14.5424711,121.0187689,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021,14.5424711121.0187689
514,718,Santana Grove,,14.457220199999998,121.03608329999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Ugong,PH137403029,14.457220199999998121.03608329999999
516,682,Santolan Town Plaza,Lopez Holdings,14.604198499999999,121.0339139,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Ugong,PH137403029,14.604198499999999121.0339139
517,372,Savemore La Trinidad,,16.44475,120.59111499999999,,Wikipedia,Google Maps,16/02/2020,CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Session Road Area,PH141102106,16.44475120.59111499999999
518,75,Savers Mall,,15.039851,120.679751,608wdtvd-d89b4f0c89224f7d801991072be0c717,Here WeGo,Here WeGo,05/02/2020,REGION III (CENTRAL LUZON),PAMPANGA,CITY OF SAN FERNANDO (Capital),Dolores,PH035416010,15.039851120.679751
519,29,Seasons Mall,,14.407726,120.972298,608jx7ps-a406ec19ac860d0eddfda1f426cfcedc,Here WeGo,Here WeGo,05/02/2020,REGION IV-A (CALABARZON),CAVITE,BACOOR CITY,Molino II,PH042103045,14.407726120.972298
520,747,Serendra Piazza,,14.549249,121.054142,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Paligsahan,PH137404075,14.549249121.054142
521,571,Shangri-La Plaza,Shang Properties,14.5817664,121.0548896,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021,14.5817664121.0548896
522,621,Shaw Centermall,,14.588935399999999,121.0368738,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Pamplona Dos,PH137601013,14.588935399999999121.0368738
523,1,Shop-O-Rama,,6.906132829,122.07564369999999,3719835,OpenStreetMap,OpenStreetMap,02/05/2020,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,Barangay Zone II (Pob.),PH097332062,6.906132829122.07564369999999
524,748,Shoppes @ Victoria,,14.636004000000002,121.02753600000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Paligsahan,PH137404075,14.636004000000002121.02753600000001
525,51,Shoppesville,,14.6019843,121.0511827,ChIJSz4KM9-3lzMRN18zaxhf7fY,Google Maps,Google Maps,05/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Greenhills,PH137405021,14.6019843121.0511827
526,78,Shoppetown Center,,15.145606299999999,120.9776695,ChIJwUfw_sMdlzMRql_ZEFiodNM,Google Maps,Google Maps,05/02/2020,REGION III (CENTRAL LUZON),BULACAN,SAN MIGUEL,San Jose,PH031421044,15.145606299999999120.9776695
527,355,Shopwise,,14.562742499999999,120.9895932,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CITY OF TALISAY,Bulacao,PH072250001,14.562742499999999120.9895932
528,719,Silver City Automall,,14.5840351,121.0758607,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076,14.5840351121.0758607
529,76,Sindalan Town Center,,15.076723199999998,120.6454383,ChIJK4LIIzXxljMRF_WuatU2brc,Google Maps,Google Maps,05/02/2020,REGION III (CENTRAL LUZON),PAMPANGA,CITY OF SAN FERNANDO (Capital),Sindalan,PH035416036,15.076723199999998120.6454383
530,572,SM Aura Premier,SM Prime Holdings,14.546748000000001,121.05454990000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Greater Lagro,PH137404141,14.546748000000001121.05454990000001
531,720,SM by the Bay,,14.534547400000001,120.9792006,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,South Triangle,PH137404116,14.534547400000001120.9792006
532,470,SM CDO Downtown Premier,SM Prime Holdings,8.4845038,124.65403130000001,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 27 (Pob.),PH104305022,8.4845038124.65403130000001
533,190,SM Center Angono,SM Prime Holdings,14.531028200000002,121.15453729999999,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,ANGONO,San Isidro,PH045801009,14.531028200000002121.15453729999999
534,441,SM Center Dagupan,SM Prime Holdings,16.0444079,120.3435966,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),ILOCOS SUR,CITY OF VIGAN (Capital),Barangay III (Pob.),PH012934005,16.0444079120.3435966
535,622,SM Center Las Piñas,SM Prime Holdings,14.4488221,120.9807369,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Tunasan,PH137603008,14.4488221120.9807369
536,623,SM Center Muntinlupa,SM Prime Holdings,14.377703200000001,121.04616850000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Ugong,PH137403029,14.377703200000001121.04616850000001
537,414,SM Center Ormoc,SM Prime Holdings,11.010297900000001,124.6077557,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,CITY OF BORONGAN (Capital),Songco,PH082604055,11.010297900000001124.6077557
538,624,SM Center Pasig,SM Prime Holdings,14.5837191,121.07718159999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CALOOCAN CITY,Barangay 3,PH137501003,14.5837191121.07718159999999
539,283,SM Center Pulilan,SM Prime Holdings,14.8988359,120.8697169,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,PULILAN,Santo Cristo,PH031418026,14.8988359120.8697169
540,625,SM Center Sangandaan,SM Prime Holdings,14.6584184,120.97193190000002,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Bahay Toro,PH137404012,14.6584184120.97193190000002
542,627,SM Cherry Shaw,SM Prime Holdings,14.5867462,121.0451273,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,B. F. Homes,PH137604007,14.5867462121.0451273
543,548,SM City Bacolod,SM Prime Holdings,10.670792800000001,122.94265870000001,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),San Rafael,PH063022160,10.670792800000001122.94265870000001
544,171,SM City Bacoor,SM Prime Holdings,14.4445862,120.9524395,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,BACOOR CITY,Habay II,PH042103034,14.4445862120.9524395
545,373,SM City Baguio,SM Prime Holdings,16.408881400000002,120.5991997,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",BINONDO,Barangay 293,PH133902007,16.408881400000002120.5991997
546,273,SM City Baliwag,SM Prime Holdings,14.9601687,120.8903531,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,BALIUAG,Pagala,PH031403010,14.9601687120.8903531
547,172,SM City Batangas,SM Prime Holdings,13.7564674,121.06971999999999,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),BATANGAS,BATANGAS CITY (Capital),Pallocan Kanluran,PH041005051,13.7564674121.06971999999999
548,628,SM City BF Parañaque,SM Prime Holdings,14.4573702,121.0329205,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Sun Valley,PH137604015,14.4573702121.0329205
